CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_log,PURCHASES_log,CASH_ADVANCE_log,activity,transactions_per_month,payment_ratio,payment_vs_spend,utilization,cash_ratio,oneoff_ratio,installment_ratio,cluster_3,pca1,pca2,profitability_score,profitability_category,segment
C10011,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1083.301007,2172.697765,0.0,12,7.16559002295018,6.8255903209275,0.0,0.5,1.0,0.0,1.1760693579555324,1.0767068601165695,0.0,0.0,0.9019723169823158,2,-0.7363993918395922,1.04470938992815,5.681342073076924,Medel lönsamhet,Stureplan
C10012,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000.0,705.618627,155.549069,0.0,12,6.448564569245062,7.308663352897687,0.0,0.125,0.5,0.0,0.47256099532541285,0.31523975212393807,0.0,0.937193030938713,0.0,2,-0.5566101914544488,0.019634681277942025,3.573964400000001,Medel lönsamhet,Stureplan
C10013,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000.0,608.263689,490.207013,0.25,12,7.325101934452095,8.076822924739153,0.0,0.5,2.1666666666666665,0.25,0.18896103715761778,0.5054743818727091,0.0,0.7535375332656217,0.21632373816678171,2,-1.4015661928685614,1.503149939118138,6.851132557692306,Medel lönsamhet,Stureplan
C10014,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,6.827296968040859,7.668060982974215,0.0,0.375,2.1666666666666665,0.083333,0.7741681284567518,0.12287606572457005,0.0,0.18765555669748385,0.7676602932173929,1,-1.6968542020636905,0.3785693101451006,4.894122674927396,Medel lönsamhet,Mönstermedborgare
C10015,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,12,7.927963670337596,0.0,5.851660350090109,0.0416665,0.08333333333333333,0.0,2.316335799123772,0.9239495948017328,3.4681139,0.0,0.0,0,3.176122792555592,-0.7668711370765905,12.798734453846153,Hög lönsamhet,Becknare
C10016,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,2109.90649,0.0,12,8.83742181644191,7.38566507198647,7.741746975288393,0.3333335,1.25,0.0,0.5092850964658799,0.8606690702412199,1.344564624057954,0.0,0.9415785476426944,2,0.5339697372957266,1.6759624157203494,41.88822791615385,Hög lönsamhet,Stureplan
C10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,8,7.636787979616954,0.0,7.932101784121888,0.125,0.375,0.0,0.14073102433228826,0.6904612975674774,5.0,0.0,0.0,0,3.3245580440141924,-0.03607930267053717,36.260632660000006,Hög lönsamhet,Becknare
C10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,3.739798042057795,6.253828811575473,0.0,0.2083335,0.6666666666666666,0.25,0.48959742692307695,0.016429223910435827,0.0,0.0,0.8384491114701131,1,-1.8042740640993382,-1.3433791082639415,0.5177581413461538,Låg lönsamhet,Mönstermedborgare
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,7.59592621253726,6.225251258520672,0.0,0.3333335,0.75,0.0,3.4052386919956468,0.15299378724713483,0.0,0.27467527095226274,0.5598576983536031,1,-0.9082264537197151,-0.5603051805833732,8.038239338461539,Medel lönsamhet,Mönstermedborgare
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,8.182830589190715,5.990564141864818,0.0,0.5,1.0,0.0,2.6373247522770495,0.8942691659585104,0.0,0.0,0.7994545162842933,2,-0.5209188761305221,0.6432906881105394,14.068072819230771,Hög lönsamhet,Stureplan
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,7.609705937961825,5.179984179586172,0.0,0.3333335,0.6666666666666666,0.0,1.2554513732552903,1.007838423788106,0.0,0.0,0.6385716351019228,2,0.0033280319029213683,0.4101110773056336,7.892387253846154,Medel lönsamhet,Stureplan
C10022,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.959051,1659.775075,0.0,12,8.75943815450699,8.757933016248602,5.438202105731185,0.6666665,8.166666666666666,0.0,0.3153210790303603,0.5661302389120967,0.03545356310807359,0.914873954132772,0.06964604989202704,2,-1.0359528768067034,4.067574604895251,30.79987119230769,Hög lönsamhet,Stureplan
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,4.892919056208852,6.705516688347823,0.0,0.5,1.4166666666666667,0.0,2.8885175149957156,0.07348264297612438,0.0,0.0,0.8908177748662518,1,-1.8973765916047887,-0.6643002666800777,1.136624,Låg lönsamhet,Mönstermedborgare
C10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842,1425.426525,0.0,12,8.24305929376845,8.354521309045298,8.984119042407901,0.6666665,2.1666666666666665,0.0,0.7754602085823729,0.42219213165203867,1.8338946096795334,0.7944530684052571,0.1825497027608173,2,0.047676651677554756,2.6683829293711834,66.95725530230769,Hög lönsamhet,Stureplan
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,8.588503336828897,0.0,6.684549054454003,0.181818,0.36363636363636365,0.0,1.7785198458118867,0.8946127677053825,5.0,0.0,0.0,0,3.436521167967369,-0.024704104104442095,27.695379165833334,Hög lönsamhet,Becknare
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,5.140386009793119,5.992963423231718,0.0,0.5,1.0,0.0,0.5374591662506241,0.05657503465511496,0.0,0.0,0.799839871897518,1,-1.6893412932823302,-0.19570563489339535,0.9603910730769231,Låg lönsamhet,Mönstermedborgare
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,7.388307599631616,4.634728988229636,5.504682890648139,0.2083335,0.5833333333333334,0.0,2.559158244618938,0.9500101352145797,1.212081608910891,0.504950495049505,0.0,2,1.472124283600024,0.2599873298825972,7.800430830769231,Medel lönsamhet,Stureplan
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,4.841781178834473,5.456516981221582,0.0,0.5,1.0,0.0,0.8868606581867851,0.12556924775224776,0.0,0.0,0.699951992318771,1,-1.4923998425195815,-0.36311813374382235,0.6628877576923078,Låg lönsamhet,Mönstermedborgare
C10029,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,12,8.87540796129427,5.961134197300148,7.7129558941159795,0.75,2.0,0.0,0.6102626477613037,0.6811603058756309,4.591202667077302,0.4199774150497896,0.37470485576429524,2,1.0131644444585015,2.7784791295679345,41.56964148615384,Hög lönsamhet,Stureplan
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,3.1382508477086843,4.61512051684126,0.0,0.2083335,0.4166666666666667,0.0,1.5917601287128713,0.003197143892189538,0.0,0.0,0.5,1,-1.0649144692611674,-1.9210941334571399,0.16178265384615387,Låg lönsamhet,Mönstermedborgare
C10031,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,9.40403204003681,8.019287083467484,8.066076727735902,0.75,6.166666666666667,0.0,0.6798328745541135,0.933483575109607,1.0145229941905858,0.3228797868712974,0.6452528831966755,2,-0.26598761758317224,4.018752953291325,68.60598169846153,Hög lönsamhet,Stureplan
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,7.05899314124371,7.206903859042666,5.175108258224256,0.5833335,3.9166666666666665,0.0,0.4237372159055456,0.19367994067655392,0.12144404266047758,0.2762984299341719,0.6546269625822851,2,-1.2064847072640716,1.7791626953026758,6.5889251230769235,Medel lönsamhet,Stureplan
C10033,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,2506.745366,0.0,12,8.81489832435355,5.786743995370548,7.08215701747797,0.125,0.5,0.0,1.1350295723031747,0.6411601813160651,2.7992322696787855,0.7646781974349923,0.0,2,1.735096641039594,0.9257393570009439,33.465642572307694,Hög lönsamhet,Stureplan
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,4.841509907585915,6.458009075556836,0.0,0.4583335,0.9166666666666666,0.3,0.6639327929255712,0.10462985262281432,0.0,0.8642761166682501,0.0,1,-1.5719411417373184,0.0030736971679594712,0.8281550657692307,Låg lönsamhet,Mönstermedborgare
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,8.16567680947387,6.30678610536318,0.0,0.5,1.1666666666666667,0.0,5.0,0.3197074462321607,0.0,0.0,0.8455073538499568,1,-1.093577874229555,-0.3722473373038761,13.948298523076923,Hög lönsamhet,Mönstermedborgare
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,7.412975691461382,0.0,4.6078103676392335,0.0416665,0.08333333333333333,0.0,3.5057339862326167,0.9196839428095503,0.99264367,0.0,0.0,0,2.4569273096132433,-1.356134050018348,6.981437570000001,Medel lönsamhet,Becknare
C10037,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,11,8.913022280658046,0.0,9.090923194512087,0.3636365,1.0,0.0,0.18439175632289365,0.825139089101211,5.0,0.0,0.0,0,3.370437742366116,1.0905141920866133,90.10198756083332,Hög lönsamhet,Becknare
C10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,8.306096985533877,7.775506815191631,7.43759551434736,0.5416665,4.0,0.0,0.3966194578474431,0.809334298740252,0.6843889060893753,0.6620185039608151,0.2976678559190502,2,0.019145650357099763,2.928076610877606,27.845570267692306,Hög lönsamhet,Stureplan
C10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,12,8.743598321036485,5.3230099791384085,7.981630740265749,0.208333,1.1666666666666667,0.0,0.39515498627507845,0.6965246243750695,5.0,0.6710526315789473,0.0,0,2.267485496769922,1.4967179753268165,42.27437662769231,Hög lönsamhet,Becknare
C10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,7.253188835622875,6.871340226280088,8.728212804225999,0.208333,1.0,0.333333,2.811893009473882,0.18818853886148512,5.0,0.9059478574921936,0.0,0,1.1187728163190698,0.29517603736571,42.3523431810285,Hög lönsamhet,Becknare
C10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,6.4989563348130215,0.0,8.050085822835518,0.125,0.25,0.166667,0.9786200583615792,0.36837746252082176,5.0,0.0,0.0,0,2.7672453133433055,-0.8692191230278119,21.40682787788742,Hög lönsamhet,Becknare
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,6.666816530684591,7.331446609113647,7.691391768051934,0.4166665,3.1666666666666665,0.111111,0.3396949414829648,0.2615427397534155,1.345403332739043,0.48340393092297385,0.45511776169778495,2,-0.39153008501011705,1.5119212314196817,17.324881718670838,Hög lönsamhet,Stureplan
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,8.320134161099263,5.322131544647291,0.0,0.0416665,0.08333333333333333,0.0,4.239211380724538,0.9119552983781382,0.0,0.6708577447172668,0.0,2,0.8100096662433597,-0.6836163627851495,15.94413383846154,Hög lönsamhet,Stureplan
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,7.216520318304293,0.0,7.3015438765324925,0.0416665,0.08333333333333333,0.0,0.25515818179323646,0.9065572131912059,5.0,0.0,0.0,0,3.5237714608646544,-0.26537646833875705,14.351083560769231,Hög lönsamhet,Becknare
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,8.578654280990072,7.330693505801399,0.0,0.5,1.6666666666666667,0.0,0.937044037761065,0.6253317955534643,0.0,0.2890294320307117,0.6494487646421893,2,-0.9507835170887372,1.3834291867048207,21.619359976923075,Hög lönsamhet,Stureplan
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,0.0,0.0,12,7.715708484295577,6.082218910376446,5.223856135082514,0.25,0.5833333333333334,0.0,0.0,0.9339074077467722,0.343852312849162,0.18063314711359404,0.633147113594041,2,0.518844236512339,1.0428956072166808,10.096729204615384,Medel lönsamhet,Stureplan
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,6.1642557275430345,4.707185111394821,6.92230841846234,0.25,0.5,0.0,0.1565395545443974,0.2789224861845973,4.832933880041956,0.0,0.5232192238008962,0,1.2645009798630558,0.08257178212860496,11.768057956666667,Medel lönsamhet,Becknare
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,0.0,0.0,12,8.271576816437468,0.0,7.591797737565931,0.25,0.5833333333333334,0.0,0.0,0.9307572570816472,5.0,0.0,0.0,0,3.3925843329543395,0.6465191080305195,27.228878302307695,Hög lönsamhet,Becknare
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,5.441842562471876,7.77971787700675,0.0,0.5,7.25,0.916667,1.0637036122261248,0.06963561920630112,0.0,0.563289970288284,0.396559062073396,1,-3.1251331990843845,1.0931836357193576,1.9125981601061806,Låg lönsamhet,Mönstermedborgare
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,6.762509636519377,6.2314652154886145,6.545489246856135,0.125,0.4166666666666667,0.083333,0.48842459173667757,0.21589848362909272,1.1441928543209876,0.8353909465020576,0.0,2,0.50411831340739,0.22290849696003362,7.713390086871582,Medel lönsamhet,Stureplan
C10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,8.50356714851695,6.805080043618763,9.051537894261187,0.75,5.75,0.0,0.8600909924431935,0.41091007891009085,5.0,0.6451538814882867,0.25498791715763613,2,0.561760832292533,3.4953319937749034,104.22585355222222,Hög lönsamhet,Stureplan
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,6.98461313423923,8.042008161870061,0.0,0.3333335,1.5,0.0,0.45027207488299537,0.43138287285085963,0.0,0.6925947285565097,0.27623174400299266,2,-1.0155989348320698,0.8678936494836971,6.540225250000001,Medel lönsamhet,Stureplan
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,7.356714711115268,0.0,5.775666250117309,0.125,0.25,0.0,2.1461320740918355,0.44720968266209654,3.2135913499999997,0.0,0.0,0,2.492746064150403,-1.0406595240327008,7.9994450576923075,Medel lönsamhet,Becknare
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,6.143486153494597,7.590963228627309,7.591995663032507,0.388889,1.3333333333333333,0.2,0.7850723521882846,0.15483977207597466,0.9528888251363491,0.9519050413135695,0.0,2,-0.3378697979664638,0.9648135128207401,19.688040648000005,Hög lönsamhet,Stureplan
C10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,0.0,0.0,12,2.0360794749475026,5.739792912179234,0.0,0.3333335,0.6666666666666666,0.0,1.3408899131832799,0.006653863136863137,0.0,0.0,0.7560975609756098,1,-1.806428436999605,-1.6068345585264228,0.2640789115384615,Låg lönsamhet,Mönstermedborgare
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,0.0,0.0,12,7.180066815653793,7.158436173289435,0.0,0.125,0.5,0.0,0.0,0.21862955907348774,0.0,0.9277404436736758,0.0,2,-0.5240514670847702,0.1991475582095102,6.033753784615384,Medel lönsamhet,Stureplan
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,0.0,0.0,12,8.195945551115749,5.750252489041052,6.506484476961441,0.3333335,0.75,0.0,0.0,0.9060780169957511,1.617510932320275,0.7580274396883393,0.0,2,1.2582408817389,1.737419548019976,18.297777441538464,Hög lönsamhet,Stureplan
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,7.777931129105489,8.55998827810926,0.0,0.4583335,3.5,0.083333,1.0881669125171023,0.3181349992001067,0.0,0.9006077907033598,0.08058680387090465,2,-1.386312773292667,1.6020212947821515,12.426902071898242,Hög lönsamhet,Stureplan
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,8.287059960355426,0.0,5.418654989798585,0.090909,0.2727272727272727,0.0,3.3910538615766534,0.9925365571107223,2.24575517,0.0,0.0,0,2.910053260972531,-0.8253674959009396,18.043581634166667,Hög lönsamhet,Becknare
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,8.611576407176658,5.438079308923196,6.878935275721404,0.375,0.8333333333333334,0.0,1.7579312516642422,0.9154980936510582,2.950125629179331,0.0,0.6960486322188449,2,1.3025298170209225,1.1319786122723643,27.279423812307694,Hög lönsamhet,Stureplan
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,7.539087709835567,4.736198448394496,0.0,0.0833335,0.16666666666666666,0.0,5.0,0.2890499973850177,0.0,0.5305164319248826,0.0,1,0.2511217713386376,-1.6176856838991887,7.314284742307692,Medel lönsamhet,Mönstermedborgare
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,7.350383665303308,4.207673247529104,0.0,0.0416665,0.08333333333333333,0.0,5.0,0.9717637108057464,0.0,0.3983152827918171,0.0,0,1.0141654928616486,-1.3425149746690255,6.0347450038461545,Medel lönsamhet,Becknare
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,6.6977537147139135,0.0,8.248181724327607,0.2727275,0.6363636363636364,0.090909,1.1443400832988337,0.1950332397012768,5.0,0.0,0.0,0,2.5085192068117985,-0.5500143564699177,28.531085602720825,Hög lönsamhet,Becknare
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,0.0,0.0,12,2.098306965231871,6.734591659972948,0.0,0.0416665,0.08333333333333333,0.0,0.0,0.004467430356027483,0.0,0.8936170212765957,0.0,1,-1.1689900457373443,-1.442436474047459,0.6736629076923077,Låg lönsamhet,Mönstermedborgare
C10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,7.562622442395542,7.54361227231452,7.382092859951851,0.5416665,5.416666666666667,0.083333,1.0553589009928914,1.0393769881145327,0.8079679272906561,0.0,0.9496890785051619,2,-0.3598469455013796,2.668625744896086,18.11773284414975,Hög lönsamhet,Stureplan
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,7.472534847055442,6.024246305382325,0.0,0.2916665,0.9166666666666666,0.0,1.8809465753756078,0.9761576829539146,0.0,0.6347666543048426,0.17004664962036192,2,0.06546266381109835,0.596637416649567,7.078946103846155,Medel lönsamhet,Stureplan
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,6.698079941478827,0.0,6.812811001027565,0.0625,0.125,0.0,0.16062346272409503,0.5395386109260493,5.0,0.0,0.0,0,3.0461651965771503,-0.6389700092735263,12.574029043333333,Hög lönsamhet,Becknare
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,7.363472991848201,0.0,5.950404365369237,0.2083335,0.5,0.0,1.4066428820611803,0.6302699036385446,3.82908547,0.0,0.0,0,2.6594151000677857,-0.42302356396723295,8.419071939230768,Medel lönsamhet,Becknare
